,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user
221,"['trump', 'flynn', 'carter page']",@proust1974 He was so close to Trump that Flynn said he never even met Carter Page iirc.,nan,Trump::*6*||Flynn::*8*||Carter Page::*14*15*||,0,147,PositiveInt
222,"['carter page', 'russian']",Carter Page had other contacts with Russian operatives that have not been publicly disclosed.,TrumpRussia,Carter Page::*0*1*||Russian::*6*||,0,148,JebBoosh
223,"['gop', 'dem']",GOP and DEM,nan,,0,149,tiwhitter
224,"['besides carter page', 'wh']",@Reuters Besides Carter Page acting as a foreign agent there has to be alot more in the WH.,nan,Besides Carter Page::*1*2*3*||WH::*17*||,0,150,gs619usmc
225,['comey'],Comey is a POS.,nan,,0,151,truth_trumpet
226,"['weiner', 'knew', 'fisa warrant']","Major press event with Weiner email, but he KNEW about FISA warrant.",nan,Weiner::*4*||KNEW::*8*||FISA::*10*||,1,151,truth_trumpet
227,['trump'],"Did it anyway, knowing the result would help tRump.",nan,,2,151,truth_trumpet
228,[],What a tangled web they weave...,nan,,0,152,notherringfarts
229,"['intel', 'fbi']",I'm so grateful for our Intel community and FBI who will untangle all of it and lock them up!,nan,Intel::*5*||FBI::*8*||,1,152,notherringfarts
230,['carter page'],@maddow Seems Carter Page drew the short straw.,AllColluded,Carter Page::*2*3*||,0,153,Aneetchkoo
231,"['trump', 'co', 'page', 'fbi', 'russian']",Trump &amp; Co. offering up Page to FBI to take the blame for Russian interference.,AllColluded,Co::*2*||Page::*5*||FBI::*7*||Russian::*13*||,1,153,Aneetchkoo
232,[],Check this out!,Fiverr,,0,154,newton_engineer
233,[],I will do computer networking and IT security on   Sean Spicer Carter Page,Fiverr,Sean Spicer Carter Page::*9*10*11*12*||,1,154,newton_engineer
234,[],@DoctorPeterD @thehill We have seen what happens.,nan,,0,155,TespGames
235,['carter page'],Carter Page was unmasked (it's in the press) and all signs point toward the former administration.,nan,Carter Page::*0*1*||,1,155,TespGames
236,[],1/2,nan,nan,2,155,TespGames
237,"['warrant on carter page', 'shows']",Warrant on Carter Page shows we no longer have smoke.,nan,Warrant on Carter Page::*0*1*2*3*||,0,156,MichaelCastner
238,[],We have extreme heat.,nan,,1,156,MichaelCastner
239,['acting atty general'],Acting Atty General must appoint a SpecΓÇª,nan,Acting Atty General::*0*1*2*||Spec::*6*||,2,156,MichaelCastner
240,"['breaking fbi', 'fisa warrant', 'trump', 'carter page']",BREAKING: FBI obtained FISA warrant to monitor former Trump adviser Carter Page  by  via @c0nvey,funder,BREAKING FBI::*0*1*||FISA::*3*||Trump::*8*||Carter Page::*10*11*||,0,157,susan_dover
241,[],March 2016:,nan,nan,0,158,ekcj1234
242,"['good lord', 'trump']",@cnnbrk @Evan_McMullin Good Lord how many scandals can Trump  et al generate in a day?,nan,Good Lord::*2*3*||Trump::*8*||,0,159,GirlOnFireSally
243,['carter page fisa'],Carter Page FISA story and now this,nan,Carter Page FISA::*0*1*2*||,1,159,GirlOnFireSally
244,"['carter', 'fbi']",Carter  fbi warrant,trumprussia,,0,160,lsfarmer311
245,['carter page'],"Place you bets, I say @realDonaldTrump will be out of office in next 12 months And @mike_pence needs to follow him too  ""Carter Page""",nan,Carter Page::*22*23*||,0,161,Itsafairday
246,"['shit', 'chris hayes']",I remember his shit eating grin when Chris Hayes was interviewing him on,"Trumprussia, TrumpRussiaCollusion, russiagate",Chris Hayes::*7*8*||,0,162,RWTrollPatrol
247,"['almost', 'carter', 'big']",Almost a year later the Carter Page FISA news drops and this is BIG news?,nan,Carter Page FISA::*5*6*7*||BIG::*13*||,0,163,TheLabeler5000
248,['dems'],(Sarcasm) Dems working overtime to blow it up!,nan,Dems::*1*||,1,163,TheLabeler5000
249,"['one', 'two', 'fbi', 'hillary clinton']","One of the two presidential candidates was under FBI investigation on Election Day, &amp; it wasnt Hillary Clinton.",TrumpRussia,FBI::*8*||Election Day::*11*12*||Hillary Clinton::*16*17*||,0,164,PunchTrumpUS
250,['carter page'],Carter Page,TrumpRussia,nan,1,164,PunchTrumpUS
251,"['hrc', 'white', 'big']","@FBI BUT WENT AFTER HRC, NOW WE HAVE A LUNATIC IN THE WHITE HOUSE AND U HAVE BIG RESPONSIBILITY FOR THIS",nan,nan,0,165,PamBattistella
252,"['fbi', 'fisa warrant', 'trump', 'carter page', 'makes', 'comey']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page makes Comey's subsequent actions all the more unfathomable.,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Comey's::*12*||,0,166,PunchTrumpUS
253,"['carter page', 'trump', 'fbi']","Carter Page, Former Trump Adviser, Monitored Last Summer By FBI Over  Contacts",Russian,nan,0,167,livechannelfeed
254,"['one', 'real', 'page']",this one is a real page turner,nan,nan,0,168,IamConiglio
255,['wapo'],@SenateGOP @washingtonpost  featured in a different WAPO article,trumpRussia,WAPO::*6*||,0,169,Ban_Pres_Bannon
256,"['news of fisa warrant', 'carter page', 'flynn', 'trump']","News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nailed Trump.",nan,News of FISA Warrant::*0*1*2*3*||Carter Page::*5*6*||Flynn::*10*||Trump::*15*||,0,170,KeithOlbermann
257,[],From 4/4,nan,nan,1,170,KeithOlbermann
258,"['obama', 'irs']","The Obama administration used the national security intelligence apparatus against its political enemies, because the IRS wasn't enough.",nan,Obama::*1*||IRS::*15*||,0,171,lheal
259,"['united airlines', 'carter page devin nunes', 'sean spicer']","United Airlines thanks Carter Page, Devin Nunes and most importantly Sean Spicer",nan,United Airlines::*0*1*||Carter Page Devin Nunes::*3*4*5*6*||Sean Spicer::*10*11*||,0,172,sabrinasingh24
260,"['trump', 'right', 'pbo']",I know you are not trying to say Trump was right about illegal wiretapping by PBO.,nan,Trump::*8*||PBO::*15*||,0,173,upsnodowns
261,"['legal fisa', 'fbi']",Worst spin of a legal FISA warrant by FBI.... ever.,nan,FISA::*5*||FBI::*8*||,1,173,upsnodowns
262,[],But her eemmmaaaaiiiiiiiiilllllllllllsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,nan,,0,174,RSWestmoreland
263,"['sean spicer', 'hitler']",TRUMPLAND TODAY Sean Spicer says Hitler didn't gas anyone.,nan,Sean Spicer::*2*3*||Hitler::*5*||,0,175,joesentme
264,"['carter page', 'fbi']",Carter Page says FBI surveillance of him is like spying on Martin Luther King,nan,Carter Page::*0*1*||FBI::*3*||Martin Luther King::*11*12*13*||,1,175,joesentme
265,['us'],NOT breaking- (to those of us paying attention ) thanks to @LouiseMensch,nan,,0,176,sahmiya_says_GO
266,[],"But those @HillaryClinton emails........(looking for ""head exploding"" emoji)",nan,,0,177,Aiims1742
267,"['tease', 'carter page', 'go', 'tease']","I created this Tease for ""carter page"" using T. Go to  to create &amp; share a Tease for any topic.",nan,Tease::*3*||Go::*9*||Tease::*16*||,0,178,TipTop_News
268,"['get', 'evidence']",It's like they don't get that what's been confirmed here is that there is major evidence of collusion.,nan,,0,179,IsobelCarr
269,"['tell', 'msm']",Will someone tell the MSM?,nan,MSM::*4*||,0,180,RedStateRule
270,[],"Oh yeah, they already know.",nan,,1,180,RedStateRule
271,"['fbi', 'trump', 'carter page']",The FBI obtained a warrant to monitor former Trump adviser Carter Page.,nan,FBI::*1*||Trump::*8*||Carter Page::*10*11*||,0,181,BostonGlobe
272,['fisa'],@matt_rawlik here's those FISA's we were talking about,nan,FISA's::*3*||,0,182,ARaw45
273,"['carter page manafort', 'tillerson']","@AAANYC1 @M2324M @THXOne138 @cnnbrk Maybe you prefer the word of @Sebastiangorka, or Carter Page, Manafort, or Tillerson.",nan,Carter Page Manafort::*12*13*14*||Tillerson::*16*||,0,183,MssAnthrope
274,['see'],Nothing to see comrade.,nan,,1,183,MssAnthrope
275,[],@ResistanceParty Oh is this the oil industry consultant Carter Page??,nan,Carter Page::*8*9*||,0,184,AssHrdRndWorld
276,['tell'],&amp; Who pray tell recommended him?,nan,,1,184,AssHrdRndWorld
277,['washington post'],Washington Post app download,SDLive,Washington Post::*0*1*||,0,185,googleplay_aps
278,['carter page'],Carter Page,SDLive,nan,1,185,googleplay_aps
279,"['ceo of russia oil', 'trump', 'deal', 'get', 'us']",CEO of Russia Oil offered Trump adviser he felt deal to get US sanctions lifted:,nan,CEO of Russia Oil::*0*1*2*3*||Trump::*5*||US::*12*||,0,186,JC12Tx
280,['trump'],So...either Trump was duped or was complicit,nan,Trump::*2*||,0,187,SC_Ropp
281,['surprise'],quel surprise!,nan,,0,188,pattirmuller
282,"['fbi', 'fisa warrant', 'trump', 'carter page']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,1,188,pattirmuller
283,['fbi'],Why didnt FBI annouce that investigation,nan,FBI::*2*||,0,189,razzberry1947
284,[],This may be awkward....,nan,,0,190,LetsTrekSpain
285,"['trump', 'best', 'russian', 'carter page', 'flynn', 'manafort']","Relieved that Trump only surrounds himself with the best people-the best people with Russian ties: Carter Page,Flynn,Manafort...",inners,Trump::*2*||Russian::*13*||Carter Page::*15*16*||,0,191,ChiOneToo
286,"['carter page', 'russian']",Carter Page under investigation for suspicious Russian ties,"Trumprussia, russiagate",Carter Page::*0*1*||Russian::*6*||,0,192,lfbensimon
287,['best'],So the second domino falls - who gets the best deal???,nan,,0,193,jprah1
288,[],Hope they took his passport,nan,,1,193,jprah1
289,"['carter', 'russia', 'love']","Think @maddow will be telling the ""Carter Page to Russia with Love"" story tonight?",russiagate,Carter Page::*6*7*||Russia with Love::*9*10*11*||,0,194,Storeees
290,['carter page'],"@realDonaldTrump Yep, Carter Page was being survield.",nan,Carter Page::*2*3*||,0,195,EHines44
291,"['fisa', 'russia', '30k']","FISA warrent issued, you asked Russia to find 30K @HillaryClinton emails hose coming",nan,Russia::*5*||30K::*8*||,1,195,EHines44
292,"['fbi', 'time']",The FBI don't drop a dime until its time.,nan,FBI::*1*||,0,196,ScamGoggles
293,[],A freaking .,bfd,,0,197,rachelvalentine
294,['carter page'],@washingtonpost Carter Page is despicable.,nan,Carter Page::*1*2*||,0,198,Lorrenitram
295,"['msm', 'party']",Our incompetent lazy MSM is always late to the party  @LouiseMensch @MelissaJPeltier @RVAwonk,nan,MSM::*3*||,0,199,Ralfoo7
296,[],"@AAANYC1 @M2324M @THXOne138 @cnnbrk Like this, you mean?",nan,,0,200,PhysicalPolitik
297,"['carter page fbi', 'fisa warrant', 'trump']",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,nan,Carter Page FBI::*0*1*2*||FISA::*5*||,0,201,FoxNews
298,['one'],@KeithOlbermann - In one of vids he said to keep an eye on .,CarterPage,,0,202,DinoRamirez72
299,[],Good call!,CarterPage,,1,202,DinoRamirez72
300,"['warriors', 'back', 'back']",This is like the Warriors claiming they won back to back championships...,nan,Warriors::*4*||,0,203,FrankChow
301,['russia'],"Recruited as a spy by Russia, foreign policy advisor  being investigated as part of  case.","CarterPage, TrumpRussia",Russia::*5*||,0,204,McSaddle
302,"['trump', 'trump', 'trump']",I will not spend the night reading about Trump I will not spend the night reading about Trump I will not spend the night reading about Trump,nan,Trump::*8*||Trump::*17*||Trump::*26*||,0,205,moonlighthalo
303,"['breitbarters', 'page', 'trump']","&amp; for those Breitbarters thinking this is proof of untoward surveillance?If there's a finding that Page WAS a foreign agent, Trump is toast",nan,Breitbarters::*3*||Page::*16*||Trump::*21*||,0,206,tummler10
304,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post.,Trump,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,0,207,MorrisonRP
305,[],Fish Rots from,Trump,,1,207,MorrisonRP
306,"['djt', 'carter page']","@USARedOrchestra  Yes, and just a few weeks ago DJT was tripping over himself distancing from Carter Page.",nan,DJT::*8*||Carter Page::*15*16*||,0,208,sonjastahlhut
307,[],Now we know why.,nan,,1,208,sonjastahlhut
308,"['trump', 'right', 'carter page']",trump is now original classifying authority right &amp; can just unilaterally declassify anything he wants. carter page,nan,nan,0,209,nvrqt
309,[],AND then there is this...,nan,,0,210,chelsea_craft
310,"['susan rice', 'right', 'obama', 'usa']",Proof that Susan Rice had every legal right to unmask names under Obama's term &amp; we owe them TY for protecting USA,nan,Susan Rice::*2*3*||Obama's::*12*||USA::*21*||,1,210,chelsea_craft
311,[],Top 5:,"SDLive, OffendEveryoneIn4Words, BGC17",nan,0,211,Trends5USA
312,[],1: Sean Spicer,"SDLive, OffendEveryoneIn4Words, BGC17",nan,1,211,Trends5USA
313,[],2:  +9,"SDLive, OffendEveryoneIn4Words, BGC17",,2,211,Trends5USA
314,['3 carter page'],3: Carter Page -1,"SDLive, OffendEveryoneIn4Words, BGC17",3 Carter Page::*0*1*2*||,3,211,Trends5USA
315,[],4:,"SDLive, OffendEveryoneIn4Words, BGC17",nan,4,211,Trends5USA
316,[],5:  +6,"SDLive, OffendEveryoneIn4Words, BGC17",,5,211,Trends5USA
317,"['wapo', 'russia']","Also, WaPo reporting on a FISA warrant last year that's now part of the Russia investigation:",nan,WaPo::*1*||FISA::*5*||Russia::*14*||,0,212,RamCNN
318,['really'],And now here's something you'll really enjoy!,nan,,0,213,rongiordan
319,"['fisa court', 'carter page', 'foreign agent of the russians']","WP report that FISA court believed Carter Page was acting as Foreign Agent of the Russians,""an operative posing as a diplomat""",nan,FISA::*3*||Carter Page::*6*7*||Foreign Agent of the Russians::*11*12*13*14*15*||,0,214,foreignpolicy77
320,"['russia', 'u.s', 'syria', 'sean spicer carter page']",Russia Warns Of Serious Consequences From U.S. Strike In Syria  Sean Spicer  Carter Page,"SDLive, BGC17, TheFosters",nan,0,215,Officialoscrape
321,"['washpo judge', 'fbi', 'trump', 'carter page']",WashPo: Judge approved FBI request to monitor Trump aide Carter Page,nan,WashPo Judge::*0*1*||FBI::*3*||Trump::*7*||Carter Page::*9*10*||,0,216,wvjoe911
322,"['fbi', 'probable', 'trump', 'carter page']","FBI showed probable cause that Trump associate Carter Page was acting as an agent of foreign power, Russia.",nan,Trump::*5*||Carter Page::*7*8*||Russia::*17*||,0,217,4free_Ukraine
323,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,0,218,Tolltac
324,[],WHO GAVE ORDERS ?,nan,nan,1,218,Tolltac
325,['barry'],Barry,nan,nan,2,218,Tolltac
326,[],He wasn't allowed to,nan,,0,219,kantwistaye
327,[],@ByronYork Oh.,nan,,0,220,straight_austin
328,['carter page'],And there will never be any charges for Carter Page.,nan,Carter Page::*8*9*||,1,220,straight_austin
329,[],B as in B and S as in S. BS!,nan,,2,220,straight_austin
330,"['obama admin', 'trump']",Will only prove Obama Admin did surveil Trump in end.,nan,Obama Admin::*3*4*||Trump::*7*||,3,220,straight_austin
331,"['fbi', 'fisa warrant', 'trump', 'carter page', 'washington post fbi']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post: Washington Post FBI,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post Washington Post FBI::*12*13*14*15*16*||,0,221,DoyleGlobal
332,"['fisa warrant', 'carter page']",FISA Warrant was issued for  advisor Carter Page.,"Trump, FBI",FISA Warrant::*0*1*||Carter Page::*6*7*||,0,222,GloriaBB2
333,"['sean spicer carter page', 'devin nunes']","@MaxBoot Sean Spicer, Carter Page and now Devin Nunes.",nan,,0,223,steph_bello
334,[],It's like Christmas!,nan,,1,223,steph_bello
335,"['carter', 'trump', 'oath', 'congress', 'russians']",@JeffSessions brought on Carter Page to the Trump campaign &amp; then lied under Oath to Congress about communications with the Russians.,nan,Carter Page::*3*4*||Trump::*7*||Oath::*13*||Congress::*15*||Russians::*20*||,0,224,3ChicsPolitico
336,[],RESIGN,nan,nan,1,224,3ChicsPolitico
337,['boom'],BOOM!,nan,nan,0,225,awv2000
338,[],@LouiseMensch had it all the way,nan,,1,225,awv2000
339,[],Not so surprising facts:,TheResistance,,0,226,TrumpIsNotLegit
340,[],3.,TheResistance,nan,1,226,TrumpIsNotLegit
341,['earth'],Earth is round,TheResistance,,2,226,TrumpIsNotLegit
342,[],2.,TheResistance,nan,3,226,TrumpIsNotLegit
343,[],The Sun is the center of the Solar System,TheResistance,Solar System::*7*8*||,4,226,TrumpIsNotLegit
344,[],1.,TheResistance,nan,5,226,TrumpIsNotLegit
345,"['carter page', 'fisa warrant']",Carter Page had a FISA warrant,TheResistance,Carter Page::*0*1*||FISA::*4*||,6,226,TrumpIsNotLegit
346,"['trump', 'russia', 'time']","If you are a Trump/Russia denier, theres still time to repent",nan,Trump::*4*||,0,227,jaredburgin
347,"['fbi', 'fisa warrant', 'trump', 'carter page the washington post']",FBI obtained FISA warrant to monitor former Trump adviser Carter Page The Washington Post,nan,FISA::*2*||Trump::*7*||Carter Page The Washington Post::*9*10*11*12*13*||,0,228,GhoulemsGhost
348,['russia'],Another Russia connection!,nan,Russia::*1*||,1,228,GhoulemsGhost
349,['united'],More each day: The United States Foreign Intelligence Surveillance Court investigated ex-Trump advisor Carter Page as a foreign agent.,nan,United States Foreign Intelligence Surveillance Court::*4*5*6*7*8*9*||Carter Page::*13*14*||,0,229,TEDX2000
350,['holy'],@ddiamond @juliettekayyem Holy crap man.,nan,Holy::*2*||,0,230,JKHoro
351,['stop'],Stop.,nan,nan,1,230,JKHoro
352,[],It's not in doubt.,nan,,2,230,JKHoro
353,[],It's 100%.,nan,nan,3,230,JKHoro
354,['people'],"Multiple people, in touch, coordinating.",nan,,4,230,JKHoro
355,['stop'],Stop.,nan,nan,5,230,JKHoro
356,"['confirming fisa', 'carter page', 'fbi']",Confirming FISA warrant for Carter Page confirms FBI is not backing down.,trumprussia,Confirming FISA::*0*1*||Carter Page::*4*5*||FBI::*7*||,0,231,YouCowardlyLion
357,['sing'],Dude's gonna sing like a bird.,nan,,0,232,GrantGambling
358,['mlk'],The part where he likens himself to MLK is particularly vile.,nan,MLK::*7*||,0,233,mornyngstar
